destination,rating,text,month,translation_status,failure_reason,sentiment_score,aspect
Langkawi Skybridge Cable Car,5,Must visit and do when in Langkawi. Good value for m0ney.,1/7/2026,not_applicable,,0.6486,general
Langkawi Skybridge Cable Car,4,Very hot weather alot of rush,1/7/2026,not_applicable,,0.0,general
Langkawi Skybridge Cable Car,3,The ticketing is a bit confusing. The skycab is scary. We went on a nice day and the views are awsome.,1/7/2026,not_applicable,,-0.3182,general
Langkawi Skybridge Cable Car,5,"Must visited place when you go to Langkawi. The views from top of Gunung Matcincang, Skybridge and for skyglide u can paid RM10 per person.

For tickets I'm preferred to buy in advance used Agoda service, easily to cancelled. price cheaper from most advertise website.",1/7/2026,not_applicable,,0.296,price
Langkawi Skybridge Cable Car,4,Funny but scary! Cloudy,1/7/2026,translated_argos,,-0.5635,general
Langkawi Skybridge Cable Car,5,Worth visiting...,1/7/2026,translated_argos,,0.2263,general
Langkawi Skybridge Cable Car,3,Just nice,1/7/2026,already_english,,0.4215,general
Langkawi Skybridge Cable Car,5,50 hinggit is covered,1/7/2026,translated_argos,,0.0,general
Langkawi Skybridge Cable Car,5,"Amazing experience in Langkawi! The view from the SkyCab and SkyBridge was absolutely breathtaking, especially with the mountains, sea, clouds, and the rainbow. The place is well organized and worth visiting. A must-do activity if you are in Langkawi.",1/7/2026,not_applicable,,0.8856,general
Langkawi Skybridge Cable Car,5,"Beautiful place, very beautiful views. Everything is well organized, in my opinion. We took a quick pass, but there was no need for it, we were in the low season, the end of June.",1/7/2026,translated_argos,,0.0378,general
Langkawi Skybridge Cable Car,4,"We have to wait around 1 hour or so because of the rain but once cleared they open it again. It was quite an experience being so high up.. it's above 600m from sea level. The Eagles nest walk also quite interesting, walk on glass bottom floor.. there's a lot of cloud when we came so it didn't feel that scary to walk through for someone that afraid of height..
We paid around SGD50/pax - includes sky cab, sky Bridge, eagle nest walk, sky glide.
If you want to use the toilet, you have to pay RM 1 each time per person.",1/7/2026,not_applicable,,0.8352,general
Langkawi Skybridge Cable Car,5,"The afternoon without queuing up and down was relaxed, impressive and exciting. But that was also due to the so funny looking glasses langurs. What irritated me, however, is that only one train serves the short distance to the bridge and back. Because of the long queue we chose the exhausting way back through the jungle.

Then sitting down by the lake, watching the tranquility of the gradual closing of the booths and then another nice restaurant visit rounds off this spectacular visit for us",1/7/2026,translated_argos,,0.8913,crowding
Langkawi Skybridge Cable Car,5,mainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstre@@,1/7/2026,translated_argos,,0.0,general
Langkawi Skybridge Cable Car,5,"One of the best attractions in Langkawi and well worth the visit. The cable car ride offers incredible views, and everything was well organised and easy to navigate. A must-do experience if you're visiting the island.",1/7/2026,not_applicable,,0.9325,general
Langkawi Skybridge Cable Car,5,"Even as a Malaysian, I’m still amazed every time I visit the Langkawi Sky Bridge and take the cable car. The ride up offers breathtaking views of the mountains and sea, and standing on the Sky Bridge feels both exciting and peaceful. The scenery is absolutely stunning and makes the whole experience worth it. It’s one of those places that reminds me how beautiful Malaysia truly is, and I never hesitate to recommend it to anyone visiting Langkawi.",1/7/2026,not_applicable,,0.9716,general
Langkawi Skybridge Cable Car,4,"Beautiful!
Tickets were purchased in advance, there are no problems with the passage.
To descend to the suspension bridge, you need to overcome a fairly steep descent and then climb, I met a girl who lost consciousness while climbing, so I did not dare to go down. There is a tram that lowers / lifts people to / from the bridge, but the queue of 30 minutes and clogged with a clutter, I did not check how convenient it is.",1/7/2026,translated_argos,,0.3551,crowding
Langkawi Skybridge Cable Car,5,Amazing views.,1/6/2026,translated_argos,,0.5859,general
Langkawi Skybridge Cable Car,3,Unfortunately it is not clear enough a ticket someone gets includes what exactly.,1/6/2026,not_applicable,,-0.555,general
Langkawi Skybridge Cable Car,5,"Very modern cable car (I already traveled with much older and also very steep), a must in Langkawi. Great view. After that, we are still on the Skybridge.",1/6/2026,translated_argos,,0.6249,general
Langkawi Skybridge Cable Car,4,"Amazing experience  , must to check weather before you go , i took the whole pack  and then start raining so they closed We the  skybridge,  after getting back to accounters they refund only 10% even it's nit the client fault.
but still good experience with magical views",1/6/2026,not_applicable,,0.6597,general
Langkawi Skybridge Cable Car,3,Not proper for walking to sky bridge,1/6/2026,already_english,,0.0,general
Langkawi Skybridge Cable Car,5,Going early helps. It's well managed though and you get some phenomenal views while going up through the cable car.,1/6/2026,not_applicable,,0.5719,general
Jonker Street Night Market,5,Many street food .. worth to have a visit ..,1/9/2026,not_applicable,,0.2263,general
Jonker Street Night Market,3,"Visited this street for a few times, but getting a bit tired as many repeated stalls selling the same things throughout the street. It is definitely a good place to visit for the first time and get some local/ foreign foods plus enjoying the vibrate surrounding. Strong suggests to visit the red square and river side after that.",1/9/2026,not_applicable,,0.9274,general
Jonker Street Night Market,5,There was alot pf things to do there amd alot of food and various amount pf vendors and the price off the food and the item was resonable and i would take 2 days to fully explore the area.,1/9/2026,not_applicable,,0.0,price
Jonker Street Night Market,5,"Loved it, vibrant and exciting  place.
Drinks , food , and a great atmosphere, you won't go home hungry.
Don't miss it.",1/9/2026,not_applicable,,0.9437,general
Jonker Street Night Market,5,Our regular & the place when buying tidbits about Melaka,1/9/2026,not_applicable,,0.0,general
Jonker Street Night Market,5,Nice place to hype with the tourist and local. Enjoy the local food and the ambience.,1/9/2026,not_applicable,,0.7184,general
Jonker Street Night Market,3,"Too full, too loud. You have to like. But there are all kinds of food here, unfortunately nothing else.",1/9/2026,translated_argos,,-0.3291,general
Jonker Street Night Market,5,"Good food, good environment.",1/9/2026,already_english,,0.7003,general
Jonker Street Night Market,2,"Cos it located centre of the street so many tourists May just walk-in here, food no special even the waitress said their most famous dish is chicken rice",1/8/2026,not_applicable,,-0.3089,general
Jonker Street Night Market,5,"Nice place, very interesting night market",1/8/2026,not_applicable,,0.6997,general
Jonker Street Night Market,3,"Great vibes, but side walk need to be improved",1/8/2026,not_applicable,,0.7717,general
Jonker Street Night Market,3,"The whole food is less and more expensive, and the quality is more common.
How many times in a year?",1/8/2026,translated_argos,,0.0,price
Jonker Street Night Market,5,Reminds me of Bangkok before the turn of the century. Great place to have a beer and a meal.,1/8/2026,not_applicable,,0.6249,general
Jonker Street Night Market,5,Amazing but very very long rows of shops on end,1/8/2026,not_applicable,,0.34,general
Jonker Street Night Market,5,"great place to find cheap and delicious food. huge variety of food ranging from different ethnicities. there's also a handful of souvenirs that are sold for a cheap price. great tourist place to get to know more of Malacca and its heritage. opens on friday, Saturday and Sunday night. would recommend to grab there as parking is a little difficult. might be a little hot so remember to carry around a little handheld fan if needed. overall great place to spend with friends and family",1/8/2026,not_applicable,,0.9742,price
Jonker Street Night Market,2,"Very touristy . It seemed most of the street stalls are repeated , with selling the same idea of tourist goods & foods",1/8/2026,not_applicable,,0.0,general
Jonker Street Night Market,3,"The night market is ok but the hawker food street was a bad experience for us. We went as a family of three but we couldn’t sit down to eat together because of hawker politics. Certain stalls could only serve their food at specific tables. As we chose food from different hawker stalls, we couldn’t sit and eat together as a family. We had char kuey teow , Nyonya laksa which were both not tasty.",1/8/2026,not_applicable,,-0.3612,general
Jonker Street Night Market,3,"Jonker Street Night Market is definitely full of energy, with lots going on and a lively crowd throughout the evening. I enjoyed wandering around and catching the live music near Hard Rock Cafe, which added to the atmosphere. It’s a busy spot and there’s always something happening, so it can feel a little overwhelming at times, but it’s still a fun place to experience once.",1/8/2026,not_applicable,,0.8674,crowding
Jonker Street Night Market,3,Interesting place. A but like SG Chinatown. Not too crowded but must be careful when grabbing.  Pick a noticeable location. My driver got  wrong lication and I had to get another grab car.,1/8/2026,not_applicable,,0.2144,crowding
Jonker Street Night Market,4,Nice lively place,1/8/2026,not_applicable,,0.6908,general
Jonker Street Night Market,4,"To do because there is nothing else.
Even calm is armored.
On the other hand, the products sold have little interest.",1/8/2026,translated_argos,,0.6053,general
Jonker Street Night Market,4,Nice place to enjoy typical nightlife in Malacca jonker street with nice bar and restaurant on the river side,1/8/2026,not_applicable,,0.8316,general
Jonker Street Night Market,5,'AUTO' IS AN INVALID SOURCE LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,1/8/2026,translated_mymemory_repair,,-0.1452,general
Jonker Street Night Market,5,À vibrant place at night and bustling street. Food street tables a long the way. Just like food street located at Bukit Bintang Kuala Lumpur... But at jonker street has more value bcos it has clean big river and historical buildings ex colonial,1/8/2026,not_applicable,,0.8761,cleanliness
Jonker Street Night Market,1,"The more popular, the more expensive and the less delicious.",1/8/2026,translated_argos,,0.7579,price
Jonker Street Night Market,3,"I've visited the weekend
It's not really a footy
It is not more than the thoughts of food.
It is not too much to eat.
It’s just a lot of tourists.
There are many tourists in China.
Chinese only.",1/8/2026,translated_argos,,0.0,general
Jonker Street Night Market,5,Nice place for tourist. But sadly i went there not on the weekend. So alot of store and restaurants are closed,1/8/2026,not_applicable,,-0.4215,general
Jonker Street Night Market,5,Good steet night market but seems same type of steet food always.. parking is a hasdle during weekend,1/8/2026,already_english,,0.2382,general
Jonker Street Night Market,5,Almond Crescent!!!,1/8/2026,translated_argos,,0.0,general
Jonker Street Night Market,3,"1)A ""MUST"" Go/See place for tourists !!
2)Limited stalls compare to other Asia Night Markets (eg  Thailand. Cambodia  Vietnam. Loas. Hong Kong. Taiwan...)
3)Limited items and displays...
4)Higher prices...
5)Visit Just for Exposure..",1/8/2026,not_applicable,,0.0,price
Jonker Street Night Market,5,Super food market. A lot of choice and good quality stands. Great atmosphere too,1/8/2026,translated_argos,,0.8979,general
Jonker Street Night Market,5,"In the streets of a hundred-year-old house, it feels so old.",1/8/2026,translated_argos,,0.0,general
Jonker Street Night Market,4,"A lot of stalls of all kinds, especially food, curious, worth it",1/8/2026,translated_argos,,0.5778,general
Jonker Street Night Market,5,"A crowd of sellers, lots of snacks.
Let's try cookies, takoyaki, watermelon juice, and a seafood.",1/8/2026,translated_argos,,0.0,crowding
Jonker Street Night Market,5,'AUTO' IS AN INVALID SOURCE LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,1/8/2026,translated_mymemory_repair,,-0.1452,general
Jonker Street Night Market,5,Be sure to bring a portable fan with you as it will gets really stuffy.. The experience is good and you can walk pass the bridge to reach Stadhuys.,1/8/2026,not_applicable,,0.765,general
Jonker Street Night Market,5,Please feel free to contact us.,1/8/2026,translated_argos,,0.6808,general
Jonker Street Night Market,3,I spent a Thursday and it's a very quiet alley during the week. I had for information that it was the weekend that there was animation. Nice alley,1/8/2026,translated_argos,,0.4215,general
Jonker Street Night Market,5,Very happening with nice restaurants & cafe. Easy to stroll & the night market is vibrant. Loved the experience.,1/8/2026,not_applicable,,0.9226,general
Jonker Street Night Market,5,Such an interesting sales rate can be purchased only for street food Muslim vendor.,1/8/2026,translated_argos,,0.4019,general
Jonker Street Night Market,5,"Its a busy place at night during weekends.
There lots of stalls selling food, t-shirts and souvenirs.
Its happening along the streets and crowded.",1/8/2026,not_applicable,,0.0,crowding
Jonker Street Night Market,5,Fabulous,1/8/2026,translated_argos,,0.5267,general
Jonker Street Night Market,5,Loveee,1/8/2026,translated_argos,,0.0,general
Jonker Street Night Market,5,mainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstre@@,1/8/2026,translated_argos,,0.0,general
Jonker Street Night Market,5,mainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstreTajikmainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstremainstre@@,1/8/2026,translated_argos,,0.0,general
Jonker Street Night Market,4,Tourist trap it is but im willing to be trapped here. Had to walk until the end to find the best price for fridge magnet amd other souvenirs. Variety of food sold but not really sure if it Muslim friendly.,1/8/2026,not_applicable,,0.4735,price
Jonker Street Night Market,3,"Whenever I’m in Malacca, I always make an effort to visit Jonker Street. Honestly, not much has changed — just a few shops with new owners selling similar things. Couldn’t find my favourite roadside pineapple tart stall 😢 But there ARE more food stalls now!",1/8/2026,not_applicable,,-0.1882,general
Jonker Street Night Market,5,"Go to malaka and spend time here for eating , hangout, masaage and go to tried any kind speacility food",1/8/2026,not_applicable,,0.5267,general
Jonker Street Night Market,5,Still able to find traditional shops along these rich cultural streets,1/8/2026,not_applicable,,0.5574,general
Jonker Street Night Market,5,Colour street,1/8/2026,translated_argos,,0.0,general
Jonker Street Night Market,5,"Jonker Street is a great place to visit for the food, old shops and lively atmosphere. However, parking can be quite challenging and the traffic around the area can get really heavy, especially during the weekend. Best to park a little further away and walk in.",1/8/2026,not_applicable,,0.92,general
Jonker Street Night Market,5,"Great street walk , chill out and a little shopping 🛍️ in Melaka town.",1/8/2026,not_applicable,,0.6249,general
Jonker Street Night Market,2,"Jonker Street was honestly a bit of a mixed experience for me. I came expecting to find much more Peranakan and Melakan food, but the night market seems to have been increasingly overtaken by touristy food stalls and gimmicky snacks.

There’s Thai food, Vietnamese food, plenty of generic junk food, things like “dragon’s breath” cereal using liquid nitrogen, and lots of souvenir and bead shops. I completely understand why this happens. Local food may not always be as commercially profitable when catering to a more international palate, but it’s still a little sad to travel all the way to Melaka and find that the main night market feels like it could be almost any other tourist night market.

That said, I did find a little gem: Ondeh Ondeh Cenderella. They sell fresh Peranakan treats and are still open during the weekend night market hours. Definitely worth seeking them out if you’re around Jonker Street.

The couple running it are getting older, so honestly, enjoy it while they’re still around and strong enough to keep doing what they do.

Otherwise, I’d say don’t feel like you have to spend your whole evening at Jonker Street. There are plenty of other good places around Melaka where you can experience much more of the local food and culture. But it's smart, keeping the tourists in one area during peak hours.",1/8/2026,not_applicable,,0.9921,general
