destination,rating,rating,text,time
Perhentian Island Resort,,5.0,"One of the best clear water occean island resort in world near malesian coast with luxurios suites and excellanT foods , spid boat reid swimmings",2026-06-27T15:17:43.640Z
Perhentian Island Resort,,1.0,"Séjour très décevant. À notre arrivée, la chambre n’était pas correctement nettoyée. Nous avons également eu la mauvaise surprise de trouver des cafards dans la chambre. En discutant avec d’autres résidents, plusieurs nous ont signalé avoir rencontré des punaises de lit, ce qui est particulièrement inquiétant.

Mis à part la plage, qui est effectivement magnifique, l’hôtel n’a rien d’exceptionnel. Le buffet, tout comme le petit-déjeuner, est très moyen et ne justifie absolument pas le tarif demandé.

Au vu du prix payé, les prestations sont loin d’être à la hauteur. Le rapport qualité-prix est très mauvais. Je ne recommande pas cet établissement, surtout lorsque l’on peut trouver de meilleurs hébergements sur les îles Perhentian pour un tarif similaire.",2026-06-27T05:25:06.939Z
Perhentian Island Resort,,5.0,Best..,2026-06-26T12:19:19.184Z
Perhentian Island Resort,,5.0,"Une très bonne expérience au sein de ce resort. Les diverses prestations sont très appréciables : bagagerie, excursions, prise en charge depuis l'aéroport, nourriture et boutiques. Le plus est la proximité avec la faune et la flore, on peut croiser des singes, et au bord de la plage on peut voir des raies, des requins inoffensifs et même des tortues. Une adresse idéale pour visiter les îles Perhentians.",2026-06-26T06:50:15.217Z
Perhentian Island Resort,,1.0,"El Hotel esta muy muy mantenido, puertas rotas, ducha y baño sucio y mal mantenido. Camas separadas de 70cm y no intentes mover la mesilla para juntarlas porque hay suciedad por todas bandas. La cabaña si estuviera limpia y adecentada seria perfecta.
No limpian… solo te hacen la cama
No funciona el agua caliente
No se te ocurra coger pension completa en el Restaurante. Comida nefasta y cara, lleno de mosca… el desayuno de pena!!! No hay proteína… bueno, si contamos la cantidad de moscas y hormigas que deambulan por el buffet.
Servicio: inesistente… no te explican nada… aun que hables Malayo. Vas enterandote de las cosas hablando con otros huespedes,
Una pena porque el sitio es paradisiaco… la mejor situacion en las Perhentian.
Suerte que yo cogi una oferta de 350€ por 4 noches y sin pension
Si hubiera cogido la pension completa… Me hubiera muerto del asco!!!
El precio en las Plataformas como booking, Agoda… son de 800€
No lo vale!!!",2026-06-23T05:00:17.495Z
Perhentian Island Resort,5/5,,"Right infront of beach with turtles ! Walking to the jetty in the night, and looking at fishes was also really fun.",2026-06-20T23:59:59.999Z
Perhentian Island Resort,,2.0,"La seule chose positive de l’hôtel est sa plage mais très honnêtement autant logé sur l’île d’en face ou ailleurs et venir en taxi boat une après midi profiter de la plage. Le personnel est certes sympathique mais le reste non merci. Déjà les chambres sont très très cossue, assez insalubre, pas d’eau chaude du tout pour faire une douche.. le petit déjeuner est vraiment pas du tout top et le restaurant est limité et pas très savoureux la seule chose positive sont leur desserts.",2026-06-20T15:22:42.052Z
The Taaras Beach & Spa Resort,5/5,,"Posto davvero bellissimo, con un mare stupendo e un’atmosfera piacevole e rilassante. Si mangia discretamente bene, soprattutto considerando che siamo in Malesia, i servizi sono ottimi e il personale è davvero gentile, sorridente e disponibile. Anche l’intrattenimento è ben organizzato e rende il soggiorno ancora più piacevole.||Un ringraziamento speciale ad Hamdan, sempre disponibile e pronto ad aiutare per qualsiasi necessità.||L’unica pecca è che la struttura è un po’ pochino vecchia (o almeno la nostra stanza lo era). Ma il mare, la buona cucina e soprattutto la cordialità e l’ospitalità dei malesiani fanno passare decisamente in secondo piano questo piccolo difetto. Nel complesso, un posto assolutamente consigliato!",2026-08-24T23:59:59.999Z
The Taaras Beach & Spa Resort,,4.0,,2026-08-24T01:34:02.275Z
The Taaras Beach & Spa Resort,5/5,,"Wonderful place, rooms  very big, comfortable  and clean; restaurants with a great offer of various food; activities well organised. The turtle laboratori and all its staff was excellent. During our stayfantBryan was a great guest assistant and lepre us always informed about the events taking place at the Resorts and herpes us with the Booking.",2026-08-23T23:59:59.999Z
The Taaras Beach & Spa Resort,5/5,,"Personale del resort tutto molto cortese, noi avevamo come referente Hamdam Redang Rajab  che ha esaudito ogni nostra richiesta in modo impeccabile",2026-08-22T23:59:59.999Z
The Taaras Beach & Spa Resort,,1.0,"Overrated hotel. The hotel is old. Food is terrible. 5 stars payment but 3 stars feels. Very disappointed. I feel shame that I introduced to my management for company trip here. I can see everyone disappointment.
Strongly not recommend here. The hotel shall only cost RM300-500, not RM3000 per night!!! My most terrible experience ever. Full disappointment!",2026-08-22T07:27:20.852Z
The Taaras Beach & Spa Resort,,5.0,Super resort,2026-08-22T02:52:30.489Z
The Taaras Beach & Spa Resort,,4.0,"We stayed for three nights as a family of four and appreciated being upgraded to a larger two-bedroom Cliff Bay Suite. It was spacious and comfortable, and the complimentary minibar on arrival was a nice touch.

The resort’s greatest strength is undoubtedly its setting: a truly beautiful beach, clear water and a sheltered bay. Snorkelling with turtles was one of the highlights of our stay. We also paid to visit the turtle conservation centre, where our children learned about conservation and, under close supervision, carefully helped uncover baby turtles from the sand. It was a meaningful and memorable experience.

The complimentary entertainment lounge—with foosball, pool, table tennis, mahjong and carrom—was another good feature for families. Some staff were genuinely warm, friendly and full of smiles, particularly at ASEAN All Day Dining. The breakfast buffet itself, however, had a surprisingly limited spread for a five-star resort.

Unfortunately, service elsewhere was inconsistent. Some buggy drivers appeared uninterested, and we observed one using his phone while driving, which was a genuine safety concern. Drinks ordered from the bar never arrived, while indoor dining involved long waits and follow-up calls. The repeated lapses across different departments suggested wider issues with training, supervision and internal communication rather than a single isolated incident.

Food and drinks were expensive, yet the quality and service did not consistently justify the prices. The excursions were also costly, although the turtle conservation visit was a worthwhile exception. The kids’ club felt basic and underwhelming for a family resort at this price point. While our upgraded suite was spacious, the room and several other areas felt dated and overdue for refurbishment.

We also found it odd that sustainability videos from 2020 were still being shown without more recent updates. Our conservation-centre visit showed that at least some valuable work continues, but relying on six-year-old material leaves guests wondering about the progress of the resort’s other initiatives. The beach and water remain beautiful, although they did not always appear quite as pristine as in the older footage.

The Taaras has the ingredients to be exceptional: an extraordinary beach, memorable wildlife experiences, spacious accommodation and clear international appeal, including among the many Italian visitors we encountered. However, a five-star experience must also include consistently attentive service, safe practices, well-maintained facilities, good food and value for money. On those measures, our stay felt closer to a four-star experience despite luxury-level prices.

As Malaysian guests, we genuinely wanted to support and recommend a local resort attracting visitors from around the world. That is why this was more disappointing than upsetting. With better training, coordination, maintenance and value, The Taaras could be outstanding. Based on our experience and the price paid, however, we would find it difficult to recommend it in its present form.",2026-08-21T00:50:00.718Z
The Taaras Beach & Spa Resort,,5.0,"The Sea is fabolous and the hospitality good. Food is nice. Special mention to Gracia, one of the best waitresses ever. The activities in the middle of the day are well managed.",2026-08-20T01:33:26.226Z
The Taaras Beach & Spa Resort,,5.0,"Terenggagu and Redang Trip 2026 (Taaras)
Posting a bit late.

Redang

1. Overall very happy and satisfied with the management and place. You will be assigned one staff that you can call/WhatsApp if anything. Thanks Bryan for entertaining us.
2. Managed to check in early at 11am and late checkout at 3pm.
3. The breakfast had a lot of selections. They also have happy hour around 5pm, if I remember correctly, where the food has discounts.
4. There is a very affordable restaurant ""Aima"" which can deliver to the guard house. Can take the buggy there.
5. The beach was soft, water was clear and suitable for kids also as it is not deep.
6. Don't recommend going island hopping if staying here as for the price, might as well stay at the hotel as much as you can.",2026-08-19T01:26:29.442Z
The Taaras Beach & Spa Resort,5/5,,"Il nostro soggiorno al Taaras è stato incantevole. Abbiamo avuto un piccolo disguido con la prenotazione effettuata dalla nostra agenzia, prontamente gestita e risolta da Hamdan. L’attenzione al cliente è impeccabile. L’acqua una delle più belle delle isole: calma, calda e cristallina. Consigliatissimo!",2026-08-18T23:59:59.999Z
Perhentian Island Resort,,1.0,"Por favor, lean atentamente antes de venir:
Este hotel tiene una pésima calidad precio. Las habitaciones están viejas, sucias y con mal mantenimiento.
No están aisladas y pueden entrar todo tipo de insectos y reptiles.
Esta mañana nos hemos despertado con una plaga de termitas voladoras,  por lo menos había 100 en la habitación.  Y eso que mantenemos siempre las puertas cerradas y no hemos siquiera abierto la puerta del balcón en ninguna ocasión. Es más, le hemos puesto unas toallas para evitar que entren Insectos.
No hay limpieza de las habitaciones diaria, creo que solo pasan un poco la escoba por la entrada y te dan toallas ""limpias"".
No hay opciones para comer, ni una,  creanme, al menos si no quieres pillar una intoxicación. Solo puedes alimentarte de helados y Pringles,  que es lo que venden en la tienda.
El desayuno no es unicamente malo, sino que es perturbador de ver. Nauseabundo. Lleno de moscas  e insectos. No limpian las meses entre cliente y cliente, un kaos.
Los trabajadores no tienen pinta de estar felices, parece que les moleste que les pides algo... No les culpo, ellos están trabajando en un sitio en el que seguramente reciban muchas quejas y ellos no puedan hacer nada.

En resumen, reconsideren venir a este lugar. Quizá si le cambiasen El nombre a Nature Hotel Perhentian,  sería más apropiado, porque de Resort, no tiene nada.",2026-06-20T09:00:22.900Z
Perhentian Island Resort,,2.0,"Check point dekat-dekat, Nemo arus agak deras, turtle x jumpa bot pulak buat Hal rosak..

Makanan mahal, harga yang dibayar tidak berbaloi..dengan ada lalat..",2026-06-17T23:48:48.396Z
Perhentian Island Resort,3.2/5,,"Good resort and well placed, however the restaurant was not the best and we had to go to other restaurants nearby the hotel",2026-06-15T23:59:59.999Z
Perhentian Island Resort,2/5,,Hotel’s foods no so clean. Have many flies. And after I ate the foods I diarrhea few times. Hotel maintenance is very poor; there is no water in the toilet during the peak time bathing.,2026-06-14T23:59:59.999Z
Perhentian Island Resort,,3.0,"We booked our stay through an agent at Perhentian Island Resort, which is already notably more expensive than other nearby hotels. Unfortunately, the arrival and check-in experience left much to be scenery.

Upon arriving at the jetty around 11:00 am, we were greeted with a complete lack of guidance or a proper welcome. There were no signs or staff directing us, so we had to walk blindly from the jetty to find the reception counter on our own.

Our travel agent's itinerary, noted that check-in could be as early as 12:00 pm (international check-in time). However, hotel staff told us we had to wait until 3:00 pm for our seaview chalet. We left our bags in the luggage room and wandered the beach to pass the time. Even after pushing our luck, the receptionist wouldn't hand over the keys until 2:00 pm.

The chalet was well air-conditioned, and basic amenities were provided for our 3-day stay. We were also very fortunate to have a continuous water supply despite receiving a letter about a potential water disruption.

The toilet had a bit of a smell. Additionally, the two power outlets next to the mirror were broken, forcing us to share the working plug with the kettle.

The provided mugs and glass cups were visibly dirty. We had to physically bring them back to reception to demand a clean replacement.

Also, make sure to pack plenty of insect repellent as the mosquitoes right outside the rooms are relentless!

The beach itself is absolutely gorgeous, clean, and crystal clear so no complaints there! You can easily spot baby blacktip reef sharks, stingrays, and schools of fish right by the shore.

Because this beach doubles as a major island snorkeling point, it gets quite noisy when all the tour boats park close to the sand. It is also incredibly frustrating to find an open beach chair to place your belongings, as families tend to hog and hoard them all day.

We had the full breakfast, lunch, and dinner buffet during our stay. The food definitely needs improvement. Many of the dishes didn't taste very good or were heavily over-salted. On top of that, there was a major issue with flies landing on the buffet spreads; even though the resort installed those little spinning fan tools to shoo them away, they weren't very effective.

The beach and natural marine life are breathtaking, but for the premium price tag, the resort desperately needs to step up its service, room maintenance, and buffet quality.",2026-06-14T09:59:43.281Z
Perhentian Island Resort,,5.0,"Untuk bilik, service ok cuma waktu naik@balik bot ke pulau dari darat, snorkeling lambat, kena tunggu 30 minit ambil service dari agen Blue Star and Travel",2026-06-13T15:16:56.547Z
Perhentian Island Resort,,4.0,,2026-06-13T06:44:15.725Z
Perhentian Island Resort,2.5/5,,Bu kadar güzel doğası olan bir tesis ancak bu kadar kötü işletilebilir. Çok yazık etmişler. Biraz bakım ve yenileme ile çok daha iyi bir otel olabilir. Yatak başlarında priz yok. Odada tek bir priz vardı o da yataktan uzakta. Oda temizliği ve restoran temizliği başarısızdı. Plajı ve kumları çok güzel ama oraların da temizliği ve bakımı eksik. Suda çok sayıda köpekbalığı var.  Saldırgan değiier ama korkutabilir. Odaların çevresinde ve plajda da asya su varanları dolaşıyor.,2026-06-11T23:59:59.999Z
Perhentian Island Resort,3/5,,"If you're coming for the beach, and only for that please do go to this resort. One of the nicest beach in these Islands.Main issues where the lack of pressure in the shower ( cant get rid of the sand ) , the rooms and all of the commodities are outdated. The resort lives of the beach and its reputation.Food is alright, don't expect anything great from this. Taxi boats are mandatory to move around, price is doubled starting 7pm, so when you need to go outside to eat for example.No taxis when raining so be careful to not get stranded on the other side.Happened to us and we had to book a night in another hotel ( which was the best sleep we had our whole stay )Rooms are decent, bed wasnt cleaned before we came in and was sandy / dirty. Lots of noise coming from the wildlife around the hotel, so if you're expecting a quiet stay, go elsewhere. The beach is very very nice, you can see turtles, sharks and lots of different species of fishes.The whole resort needs renovation. I'd give it a 2.5 out of 5, and that's only because of the beach, the fishes and the sunny weather.",2026-06-11T23:59:59.999Z
Perhentian Island Resort,,5.0,,2026-06-10T14:38:30.958Z
Perhentian Island Resort,,4.0,Fint sted og venligt og hjælpsomt personale. Der kunne godt være bedre WiFi og så koster en børneseng utroligt meget som tilkøb efter man er ankommet. Derfor den ene manglende stjerne.,2026-06-10T14:12:29.104Z
Perhentian Island Resort,,1.0,Avoid at all costs. Very rude staff and the hotel is dirty and run down. Stay away!,2026-06-09T21:10:42.985Z
Perhentian Island Resort,,5.0,,2026-06-09T07:03:10.032Z
Perhentian Island Resort,,5.0,"Splendid family time with kids at PIR( perhentian island resort) … smooth jetty transfer to perhentian resort , my suggestion is to arrive early as we need to queue for access tax and marine tax ..we arrived early at PİR, room will only given after 3 so we spend time snorkle and swim while waiting… we rent life jacket at only rm10 per day .. and snorkle around the resort , we saw big turtle .. on the right of the Jetty further up to the next resort we saw nemo and varieties types of fish .. the room we book are spacious for our family of six.. we had breakfast , lunch and dinner at the resort, the food is good suitable to local taste..for jetty transfer to kuala besut , to board the boat, PİR will call based on your room number.. just a suggestion for PIR staff to arrive early at the jetty for better arrangement in boarding boat",2026-06-06T13:06:43.516Z
Perhentian Island Resort,,1.0,"The food was nice but there was no water supply. We stay there for 3days 2 night. The water supply only works around 9pm until the next day 10am.
If you want to shower, pee, or do big things. You have to go to the restaurant toilet when there was no water. The trip wasn't that relax and quite stressful.",2026-06-06T12:40:51.471Z
Perhentian Island Resort,5/5,,Polite and attentive people for their client with a nice establishment,2026-06-05T23:59:59.999Z
Perhentian Island Resort,,1.0,"1 étoile c'est déjà beaucoup trop. J'écris rarement des avis mais j'espère que cette avis pourra aider les futurs voyageurs. Je vous déconseille l'hôtel, le staff ment, nous sommes arrivés à l'hôtel il n'y avait pas d'eau, le staff nous a menti en disant qu'il n'y avait pas d'eau sur toute l'île. Depuis 3 jours il n'y a pas d'eau dans l'hôtel, les chambres sont sales, la piscine est sale. La nourriture est aberrante. Il n'y a pas de wifi dans les chambres !! Les chambres sont mal isolées, les animaux peuvent clairement rentrer dans la chambre. Pas de prise pour brancher votre téléphone ! Rien. Nous avons du changer d'hôtel à la dernière minute. C'était une catastrophe.",2026-06-05T13:34:17.352Z
Perhentian Island Resort,,1.0,"Huge letdown. For a hotel at this price point, the management is extremely poor. When we arrived, nobody showed us to our room or even gave us proper directions we had to find it ourselves. Even in a basic 3 star hotel, you would expect at least some guidance upon arrival.
The biggest issue was that there had been no running water for three days??? This was never mentioned before booking. When we asked the staff, they could only give vague answers and said they didn't know when the water would be back.
I understand that on a remote island that occasional utility issues can happen. However having no water for three days, failing to inform guests before arrival, and simply offering buckets as a solution is unacceptable.
We ended up moving to another hotel, and we were not the only ones. Around ten bookings transferred to nearby hotels that actually had running water, at least they agreed to refund us…The location is absolutely beautiful and is honestly the hotel's only real strength. The rooms were barely clean, It's a real shame because the setting is stunning and the hotel has so much potential.",2026-06-05T13:26:40.569Z
Perhentian Island Resort,,1.0,"Tempat okay la , management tak baik ,better pergi the barat resort sebelah dia je lagi cantik Dan menarik ..TV takda ,air biasa boleh pulak takda time pergi tapi xde baldi atau solusi untuk customer ,pandai2 la pikir .",2026-06-05T12:39:07.728Z
Perhentian Island Resort,,5.0,,2026-06-05T05:48:33.139Z
The Taaras Beach & Spa Resort,,5.0,"The true strength of The Taaras is its people. While the hotel and facilities are superb, it is the staff who make all the difference. Every team member goes above and beyond to ensure guests have an unforgettable stay.
I would like to extend a special thank you to Bryan at the front desk, who checked in on us several times a day to see if we needed restaurant reservations or any other assistance. He was instrumental in helping organize my mother's birthday.
A special thanks also goes to Saiful and Dino, who took great care of our dining arrangements and secured the best tables for us throughout our stay.
The beach is incredible, and the diving center is top-notch. We were truly sad to leave.
Thank you to the entire team!

Cherif Boutalbi and family",2026-08-17T07:12:15.650Z
The Taaras Beach & Spa Resort,5/5,,"Resort fantastico, incastonato in un’isola molto bella. Tutto è stato perfetto….e la bellezza della spiaggia e del mare sono davvero incredibili. I servizi del Taaras sono all’altezza della situazione; ti senti coccolato da tutto il personale in ogni momento della giornata. Anche la gestione dell’arrivo e della partenza sono guidati dal Taaras e perciò tutto risulta semplice.|Comode le camere comunicanti se siete con i figli….e i tre ristoranti tutti buoni, con menzione particolare al Marenero. Le attività proposte sono bel organizzate dal personale del diving. Ho avuto un problema fisico e sono stati tutti gentili e premurosi….accompagnandomi alla clinica dell’isola per precauzione|Una menzione particolare va sicuramente a Brian Nocholas , il “guest experience executive” che ci ha fornito costante assistenza per tutte le nostre esigenze….dalla prenotazione di una escursione o di un ristorante…alle necessità della camera….dall’organizzazione di un bbq privato in spiaggia fino alla prenotazione di una barca privata per il check out|Torneremo sicuramente quando saremo in zona",2026-08-16T23:59:59.999Z
The Taaras Beach & Spa Resort,,5.0,,2026-08-15T05:44:47.210Z
The Taaras Beach & Spa Resort,5/5,,"Des vacances de rêver, dans un paradis exotique. Un lieu magnifique, un service au top,  et un sens du client rare. Merci, entre autre, à Bryan pour avoir été aux petits soins pour nous, tout au long de notre séjour.",2026-08-14T23:59:59.999Z
The Taaras Beach & Spa Resort,,5.0,"A beautiful, exclusive resort with private white sandy beaches with crystal clear waters. Customer service is excellent, the resort promotes turtle conservation, it has a karaoke room, jungle gym (weights made of wood), swimming pools, pool bar, 3 restaurants, pool tables, yoga, kayak, and snorkelling, diving and fishing excursions. There is a local restaurant outside the entrance of the resort, if you want cheap, yummy local cuisine. It's called Aima Grill Fish restaurant. Look up my separate review on it.",2026-08-13T09:00:14.766Z
The Taaras Beach & Spa Resort,,5.0,"Un soggiorno davvero eccellente a Redang

The Taaras Beach & Spa Resort merita sicuramente una recensione molto positiva, a partire dall’ampiezza degli spazi, dalla pulizia generale della struttura e dalle dimensioni delle camere, spaziose, confortevoli e molto ben curate.

L’accoglienza è di primario livello, con una particolare attenzione verso gli ospiti che arrivano dopo un viaggio inevitabilmente stanchi e accaldati. Nel nostro caso, è stato di grandissimo supporto Bryan, che si è reso immediatamente disponibile ad assisterci per qualsiasi necessità durante il soggiorno. Una presenza discreta ma costante, con una comunicazione via WhatsApp sempre recepita e soprattutto tempestiva. Un servizio che abbiamo apprezzato moltissimo.

Anche la ristorazione è stata una piacevole sorpresa. La proposta non si limita alla cucina asiatica, ma offre anche diversi piatti internazionali di ottima qualità, accompagnati da una carta dei vini decisamente interessante. Anche qui abbiamo incontrato una persona che ha contribuito a rendere ancora più piacevole il nostro soggiorno: Ayuni, una collaboratrice locale estremamente disponibile, sorridente e simpatica, che con grande entusiasmo cercava persino di parlare italiano con noi!

La spiaggia, infine, è probabilmente il vero punto di forza del resort: a nostro avviso la più bella di Redang e, senza dubbio, la più pulita. Mare cristallino, sabbia splendida e una baia che rappresenta esattamente ciò che ci si aspetta quando si immagina un’isola tropicale.

Nel complesso, The Taaras riesce a coniugare una posizione straordinaria con un servizio attento e una struttura molto ben organizzata.

Se si decide di soggiornare a Redang, a mio avviso The Taaras non è semplicemente una delle alternative: è l’unica scelta che prenderei realmente in considerazione.",2026-08-13T04:25:38.687Z
The Taaras Beach & Spa Resort,,5.0,I had a beautiful stay. The staff kindness and care is great and the location is gorgeous ✨,2026-08-12T17:21:11.825Z
The Taaras Beach & Spa Resort,,5.0,"Great place ! Ill definitely come back ! I was a little skeptical at first, not thinking i would have much to do besides tanning and swimming in the sea but i was wrong !
There’s a lot of activities to do: snorkeling to see fishes/sea turtles, go to a turtle sanctuary, go walk in the jungle nearby the hotel, visit the town outside the hotel, take diving lessons, gym..
There’s monkeys and monitor lizards walking around the gardens.",2026-08-12T14:28:32.146Z
The Taaras Beach & Spa Resort,,5.0,"Wat een heerlijk resort was dit en het personeel staat te springen om je overal mee te helpen. Wij hadden een heerlijke (zeer ruime) kamer en de ruime douche en bad waren comfortabel. Het water was lekker warm. 1 minpuntje, de bedden waren voor ons wat te hard, daardoor kregen we wat last van onze rug. Maar door de heerlijke massage werd dit goed weg gemasseerd. De excursies (snorkelen met schildpadden en vissen en romantisch diner voor 2 op het strand) die wij gedaan hebben waren ook heel leuk en we hebben heerlijk gegeten bij het romantisch diner. De ober/kok hebben goed geluisterd naar onze wensen.",2026-08-10T03:13:59.809Z
The Taaras Beach & Spa Resort,5/5,,三家人一起的旅行，非常棒的体验，来的时候觉得也就是又一个东南亚海岛打卡而已。但玩了四天后只想说，好玩，还会再来，酒店设施正常水平，但服务态度和体验绝对物超所值，五岁的小女儿6点发烧，服务人员和司机立即送往镇上的诊所，并电话联系医生在下班时间提前返回诊所等待候诊，吃了药后第二天小孩又生龙活虎。总之，一定还会再来，这里会是我们一家人最美好的回忆之一。,2026-08-08T23:59:59.999Z
Perhentian Island Resort,5/5,,Seamless pick up and nice resort,2026-06-04T23:59:59.999Z
Perhentian Island Resort,,4.0,"Beautiful place, great location. Love to come back again and again. Maintenance of landscapes need to be improved.",2026-06-04T12:35:42.728Z
Perhentian Island Resort,,5.0,,2026-06-04T02:48:34.121Z
Perhentian Island Resort,,5.0,,2026-06-03T08:46:58.175Z
Perhentian Island Resort,,2.0,"The Verdict: Stay somewhere else and just visit this beach.
Perhentian Island Resort sits on what is arguably the most breathtaking, crystal-clear stretch of white sand and turtle-snorkeling reef on the entire island. However, the resort itself is a massive letdown. You are paying a premium price for a property that feels neglected, dated, and poorly managed.

The Bad: The rooms are in desperate need of a renovation—expect septic tank smell from poorly maintained toilets, musty smell, stained linens, plumbing issues, in room safe that does not work , and zero Wi-Fi or poor phone signal in the chalets. - we changed rooms and had the same issues. The included buffet breakfast is incredibly basic and lacks quality and cleanliness (flies on food) while the overall resort infrastructure struggled with basic utilities like running water. (We could not shower, flush, or wash hands at one point our stay). 2 rooms per chalet have very thin walls, so expect smelling and hearing your neighbour if they have a conversation, or smoke a cigarette.

The Good: The location is a 10/10. The water is pristine, and you can literally swim out from the shore to snorkel with sea turtles and fish without needing a boat tour.

Final Thoughts and recommendations: Do not look at the booking photos; they do not reflect the current run-down state of the rooms and common areas. Save yourself the frustration: book a better-maintained hotel nearby for a comfortable night's sleep, and just take a water taxi over to this beach during the day to enjoy the spectacular nature.

Recommend to upgrade at least on plumbing and ventilation infrastructures, and management to have goals to realise the full potential of this wonderful location.",2026-06-02T16:32:06.182Z
Perhentian Island Resort,5/5,,Best room at island,2026-06-01T23:59:59.999Z
Perhentian Island Resort,3.2/5,,"This is the first time and the last time to stay in the perhentian resort.We had a bad experience in the room.After we had our dinner, we went back to our room, we r shock the room was full of flying insect due to the door bottom sealing strip was not in order but we manage to handle it by switching off the light. The horrible thing happened at the second night, we saw a jungle rats in our due room.Due to in the middle of the night n our room was at the back so we manage to chase the rat out of the room.",2026-05-29T23:59:59.999Z
Perhentian Island Resort,3.5/5,,Good spot nice beach nice scuba dive center but food/buffet isn’t great,2026-05-26T23:59:59.999Z
Perhentian Island Resort,4.7/5,,"Good rooms, friendly staffs, fantastic beach, family friendly resort. Clean beach",2026-05-25T23:59:59.999Z
Perhentian Island Resort,4.2/5,,"Had a pleasant stay at Perhentian Island Resort. The room was comfortable and clean, with a really nice beachfront view and great location. The scenery around the resort was beautiful and relaxing. Staff service and facilities were generally good. The food was okay — not bad, but there’s still room for improvement in terms of variety and taste. Overall, it was a good experience and I enjoyed my stay.",2026-05-19T23:59:59.999Z
Perhentian Island Resort,3.2/5,,"The toilet and shower was dirty. After swiping the floor with broom housekeeper was leaving the sand on the floor behind the wardrobe. See the photos. Upon checking in we had to wait 2 hrs (!!) for our luggage to be sent to the room. The luggage didn’t come until I had to go back physically (as theres no phone/landline in the room) to the reception counter to complain. However, the staff is friendly and helpful when asked specifically for any assistance. The beach is great and overall resort area feels very relaxing.",2026-05-18T23:59:59.999Z
Perhentian Island Resort,3.2/5,,"The hotel is quite dated and hasn't been renovated in a very long time. Honestly, it is a bit overpriced for the services and amenities provided. The housekeeping wasn't always excellent, though it was acceptable. As for the restaurant, the food really isn't great.However, the room price is solely justified by the view. I had a sea-view room, and the hotel's private beach is truly incredible definitely one of the most beautiful on this small island. Come here for the location and the scenery, not for the hotel itself",2026-05-16T23:59:59.999Z
Perhentian Island Resort,,5.0,"Hôtel idéal pour passer une nuit. Nous avons vu des tortues dans la baie.
Le resort propose un restaurant correct avec un petit dejeuner très varié.
Il est possible de faire un petit tour dans la jungle. On peut croiser des animaux en se promenant dans l'enceinte de l'hôtel.
La piscine est appréciable en fin de journée.",2026-05-14T06:41:42.936Z
Perhentian Island Resort,5/5,,"Très beau cadre, plage magnifique idéal détente et snorkeling. A l arrivée nous avons eu une chambre à l arrière face forêt confort rudimentaire, nous avons changé pour une chambre vue mer qui a changé notre sejour. Restaurant très moyen, tables encrassées. Il manque les matelas, les parasols, les serviettes de plage. Pas asses de placards. Les quelques transats sont souvent pris par des touristes que ne séjournent pas à l hotel.",2026-05-12T23:59:59.999Z
Perhentian Island Resort,,4.0,"Hôtel plutôt sympa. J'avais peur des avis avant d'arriver, mais en effet, notre chambre en front de mer était un peu vieillissante mais propre et pas envahie de bestioles !
Vue et plage magnifiques !
Concernant le petit déjeuner, effectivement pas un choix exceptionnel, et resto cher.
Dans l'ensemble, une bonne adresse !",2026-05-10T14:16:42.402Z
Perhentian Island Resort,,5.0,"when I stayed at Perhentian Island Resort and I had a very good experience.
The beach is very beautiful and the water is clear and clean.
The food was delicious and I enjoyed the breakfast every day.
The room was comfortable, clean, and good for relaxing after activities.
The location is very natural and peaceful, so it is perfect for people who love nature.",2026-05-10T12:14:20.429Z
Perhentian Island Resort,,5.0,"Buena experiencia, resort con playa privada y muchos servicios. Además, hay muchos animales en el entorno del alojamiento (monos langures, varanos o colugos). Lo único mejorable la comida del restaurante y algunas instalaciones deterioradas como las pistas de tenis, bádminton, etc.",2026-05-10T10:10:18.802Z
Perhentian Island Resort,,5.0,,2026-05-10T07:46:27.300Z
Perhentian Island Resort,,5.0,"Yes, it is expensive for the quality offered, but it’s worth it! Best location on the island: we woke up everyday at 8:30/9am and ran to the sea to swim with turtles, all by ourselves! They can be found all around the day: morning, lunch, and late afternoon, we always saw them. In the morning, from the pier, you can see dark shadows in the water - that’s them. At around 10:30am the boats arrive with hundreds of tourists, so it’s best to catch them early. There’s all sorts of animal life in this resort: the cutest monkeys we’ve ever seen, lizards, bats, squirrels, etc. It’s like staying in an open zoo. Plus the beach is truly beautiful.
We stayed in the A-Frame rooms, private cabins with shared bathrooms, and honestly I think it’s even better than staying in the big houses (because they share a wall with neighbors). These cabins felt very private and had a nice seaview. Also, it’s less than half the price of the other options. The fan works wonders and no animals entered the room during the night (not even mosquitos). Shared bathrooms were very close by and clean.

However…the sheets didn’t look clean when we arrived (had hairs on them). But after a few days in Malaysia I’ve noticed the cleaning standards are pretty low. My partner got some weird bites on his skin - might have been bedbugs (we heard other guests who were staying in the big houses complaining of this too).

The breakfast buffet - just stick to fresh stuff and it’s good. Eggs, fruit, noodles and vegetables. The “western” options are all terrible, frozen and fried.

The restaurant is expensive (then again, Besar is more expensive than the mainland). Again, stick to local food and you’ll be fine. Most of the times we opted to eat in Mama’s, 15min walk from the resort. Cheapest prices on the island and good local food.",2026-05-10T07:34:33.707Z
