destination,rating,text,month
Langkawi Skybridge Cable Car,5,Amazing views,2026-08
Langkawi Skybridge Cable Car,3,"Ja die Bergbahn ist steil, aber nichts besonderes. Wer wenig mit Gebirge zu tun hat, ist wahrscheinlich beeindruckt. Für uns eine gewöhnliche Seilbahn",2026-08
Langkawi Skybridge Cable Car,5,"We had great fun on this cable car. Was a very steep climb, with a stop half way up to see a lookout and cafe. We were lucky it was a rainy, cooler day, as it would have been a lot more difficult in the heat and humidity.",2026-08
Langkawi Skybridge Cable Car,5,"Buen sitio para visitar pero no es necesario cruzar el puente colgante, las vistas son increíbles desde todos los puntos",2026-08
Langkawi Skybridge Cable Car,5,Great experience,2026-08
Langkawi Skybridge Cable Car,5,Fantastic,2026-08
Langkawi Skybridge Cable Car,4,"my first time ever taking a cable car and i just realized i'm afraid of heights... especially when the cable car reached to the steepest line. im pretty sure the view could be better than this but because of the haze, it looks very hazy and the weather was very hot too :( i went to the skybridge by walking on the trail instead of taking the skyglide, wouldn't recommend for people who's not fit and older people. once i reached to the skybridge, i didn't manage to walk across it cuz my legs were shaking, damn scary sia",2026-08
Langkawi Skybridge Cable Car,5,"Burayı görmeniz lazım , kesinlikle tavsiye ederim.",2026-08
Langkawi Skybridge Cable Car,3,"The staff were rude,the places which each nation considers worth to visit should invest in locals who know english and a bit of empathy",2026-08
Langkawi Skybridge Cable Car,5,We visited here for cable car ride but the most intested part of visit was Nasi Kandar haji Faiz Lunch we tried here chicken kebab with paratha and chicken paratha with pickles also the masala Lassi was fabalous and the hospitality of Mr Baba also good we ranked this meal no.1 in Langkawi.,2026-08
Langkawi Skybridge Cable Car,5,"Best spannend, maar niet willen missen!",2026-08
Langkawi Skybridge Cable Car,5,À faire une fois. Impressionnant. Une belle vue depuis le sommet.,2026-08
Langkawi Skybridge Cable Car,5,Venir à Langkawi sans faire le Skycab n’est pas envisageable. Je le conseil fortement.  Il faut compter 3 à 4h si vous prenez le pack avec le skybridge et le skydome. La vue est incroyable.,2026-08
Langkawi Skybridge Cable Car,5,Don't go early on Wednesdays as there is a scheduled maintenance is going on 😞,2026-08
Langkawi Skybridge Cable Car,5,"The SkyCab is an experience on its own and definitely worth trying. The ride up the mountain was smooth, and the views kept getting better as we climbed higher. Looking out over the rainforest, mountains, and sea from the cable car was unforgettable. We visited on a cloudy day, but the mist made everything look even more beautiful. One of the best attractions we visited in Langkawi",2026-08
Langkawi Skybridge Cable Car,5,Very good experience. Be ready for the wind.,2026-08
Langkawi Skybridge Cable Car,3,Dalam Cable Car takde kipas. panas berkicap,2026-08
Langkawi Skybridge Cable Car,4,رائعة,2026-08
Langkawi Skybridge Cable Car,5,Il posto è molto bello. Il giro in funevia e il ponte ti permettono di arrivare sul punto più in alto di langkawi per vedere un panorama magnifico.,2026-08
Langkawi Skybridge Cable Car,3,التعامل مع ذوي الاحتياجات الخاصه. بصعوبه وبعد عدة محاولات لاقناعهم. العربات تحتاج تهويه او تكييف لأنها مكتومه. مع العدد الكبير لكل عربة ٦ أشخاص وضغطهم كانهم علبة تونه عدم وجود حمامات في المنصات العليا او مطاعم مميزه. مبلغ المرور على جسر الزجاجي لا يشمل سعر التذكره. وهذا غير جيد حيث يعتبر للسائح. استغلال,2026-08
Langkawi Skybridge Cable Car,5,التأكد من حالة الطقس فإنه في حالة كان الطقس سيئا فسيتم اغلاق بعض الفعاليات.,2026-08
Langkawi Skybridge Cable Car,5,Una experiencia gratificante se recomienda primera hora pero vale la pena las vistas y la altura que subes,2026-08
Langkawi Skybridge Cable Car,2,"Can’t deny the view is magic. BUT this place is not family friendly at all, stroller have to be left and infrastructure are not adapted at all for babies. Overall it is very expensive for low value in the end. Not recommending.",2026-08
Langkawi Skybridge Cable Car,5,"Helt sikkert et besøg værd. Spændende tur i gondol som belønnes med en fantastisk udsigt. Fra mellemniveau til øverste er der en elevator og en trappe. Vi prøvede begge dele. Elevatoren koster 10 MYR pr. person. Tag den kun hvis du har særlige problemer med trapper eller varme. Der er lang ventetid fordi den er langsom. Trapperne giver en god oplevelse og tager ca. 10. min.
Kom tidligt for at undgå de værste køer. Vi kom ved åbningstid kl. 0930 udenfor sæson. Da vi var færdige ca. 1130 og ville ned var der kø til at komme op.
Vær opmærksom på, at der normalt udføres vedligeholdelse om onsdagen, så der åbnes først kl. 1200.",2026-08
Langkawi Skybridge Cable Car,5,"The cable car offers spectacular views from high above the island, while the Sky Bridge adds a little excitement. It is one of those places where the journey itself becomes part of the adventure.",2026-08
Langkawi Skybridge Cable Car,4,"結構急なロープウェイだった。
ケーブルカーの中はクーラーなくて暑かった、、、
要所要所で写真撮ってくれてそれを写真立てに入れたり、マグネットにしたり、販売している。
マグネットを購入。帰国後冷蔵庫に貼ったよ🤣
チケット購入は事前でも当日でもどっちでも！
私は当日並んだけど15分くらいやしまあいいか、という感じだった！",2026-08
Langkawi Skybridge Cable Car,1,"Sangat mengecewakan bila dah beli tiket rupanya skydome n skyrex under maintenance, please bagitau awal2 lain kali, at least notis kat tempat beli tiket n page2 online",2026-08
Langkawi Skybridge Cable Car,2,"Kabelbaan en uitzicht is prima. Leuk om op de brug te staan. Maar dat is het wel zo ongeveer.
Heel bijzonder dat je geen drinken mee mag nemen naar binnen/omhoog in een land waar de gemiddelde temperatuur boven de 30 graden ligt. Nog nergens meegemaakt dat je zelfs water in moet leveren!
Boven kun je het dan ineens weer duur kopen, maar je moet het wel daar opdrinken, want het mag niet mee naar beneden.",2026-08
Langkawi Skybridge Cable Car,5,"В кабинете по началу душно, но патом при падьеме начинаеца ветер и полегче становица",2026-08
Langkawi Skybridge Cable Car,5,"Very lovely experience. Plenty of parking. Lovely place at high altitude. Cool windy. Hot sun too. That's a great engineering at a very high mountain. A lots of food shop, food courts too.",2026-08
Langkawi Skybridge Cable Car,4,"The Langkawi SkyBridge is a 125-meter curved pedestrian suspension bridge in Malaysia. It hangs 660 meters above sea level on the peak of Machinchang Mountain.
SkyCab takes one over lush jungles and some of the oldest rocks on Earth—over 550 million years old. Ref.wiki",2026-08
Langkawi Skybridge Cable Car,5,"Безумно красивое место, обязательно надо посетить, раз уж приехали на Лангкави)) потратили около 4 часов  на всю прогулку... Конечно не Эльбрус, но очень красиво))",2026-08
Langkawi Skybridge Cable Car,5,"Book online and book the early sitting. Don't forget to include sky bridge and Eagle View Point if required as again saves cueing . Saves money and cues.
The views are spectacular. The service is well organised and the 1/2 way stop has escalators so convenient. Take your time take as many pics.
If the cable cars veiw are Good the Eagle view is spectacular and the sky bridge a must if nor the view then the experience is out of this world.
Skyglide has big cues so if u can walk to the bridge cheaper, quicker n more convenient.",2026-08
Langkawi Skybridge Cable Car,5,مكان روعه,2026-08
Langkawi Skybridge Cable Car,4,Amazing beauty!,2026-08
Langkawi Skybridge Cable Car,5,"The view ❤️
Highest point of Langkawi. You can see almost the whole island from there. Once in a lifetime experience. Must visit. Please buy tickets online for this place. It's easier. See the Eagle point first. Then go to the Sky bridge. Take the 2 way tramp or train that they have if you do not want to hike. It's warm during July end and aug.",2026-08
Langkawi Skybridge Cable Car,4,من اجمل اماكن لانكاوي لا يفوتكم حطوه في اول اللسته لزياره لنكاوي واختارو اليوم الي فيه غيوم يكون جميييل وجهزو نفسكم لاحلى صور ولا يفوتكم معرض ال 3D فيه اجمل الصور الي تأخذوها ذكرى لكم لازم تدخلوه وجهزو الكاميرات حاطين لكم فين توقفو عشان تأخذو صوره جداً جميله لكل منظر,2026-08
Langkawi Skybridge Cable Car,2,"Entendió la entrada que sea costosa por un tema de mantenimiento, pero después de eso que te quieran cobrar para todo me parece demasiado, hasta para ir al baño sucio tenes que pagar.",2026-08
Langkawi Skybridge Cable Car,4,"Eventhough sky bridge cable cars and scenary are good, very bad arrogant behavior from cable car handling staff at the top, especially from lady staff",2026-08
Langkawi Skybridge Cable Car,5,Aussicht ist HAMMER 👍👍,2026-08
Langkawi Skybridge Cable Car,5,Due to weather conditions some time sky bridge closed,2026-08
Langkawi Skybridge Cable Car,5,"We had a great day out in the cable cars and skywalk. I thought it was expensive around £240 for a family of 4. But it includes all express queue, gondola lift, glass car, 3d museum. We had a great day without queues.

There were stormy raining in the morning but it cleared up, the sky walk was closed when we got there but by the time we got up the middle station it had already cleared the clouds and sky bridge opened, so keep an eye on the weather forecast

Not for those with mobility issues, 1 rm to use the loos, the one at the top seems to be free. There's also small coffee snack shop at the summit",2026-08
Langkawi Skybridge Cable Car,5,جميل جدا رائع,2026-08
Langkawi Skybridge Cable Car,5,"Tempat yang menarik dengan panorama Langkawi yang memukau.

Extra tips untuk ke sini :-
• beli tiket awal di website rasmi atau di Klook jika tidak mahu beratur lama
• pastikan sebelum membeli tiket, selidik dahulu jenis pakej yang nak diambil. Kami beli tiket di klook fast lane : skycab + skyglide + skybridge. Untuk ke skybridge ada pilihan sama ada nak mendaki tangga 15-25minit bergantung pada individu atau skyglide (ada 1saja, ambil masa 20-30minit/per trip)
• screenshot siap² tiket masuk bagi memudahkan trip. Di atas internet kurang memuaskan (ada disediakan wifi cuma slow)
• semak forecast cuaca sebelum datang supaya dapat plan waktu masuk. Bazir masa & nak bergambar pun tak nampak view nanti kalau hujan. rugi sangat sebab moment diatas sangat mahal.
• stroller / wheelchair tidak boleh digunakan di atas. (Digalakkan ada baby carrier jika ada anak kecil)
• Makan dulu sebelum naik ke atas
• Pakai pakaian yang selesa & kasut bertutup sangat digalakkan
• Parking banyak dan berbayar (TnG / Debit card / Credit card)

Terdapat banyak restaurant asian, turkish, middle east, indian dan pelbagai disitu. Food court, 7e, toilet (RM1 tunai sahaja, no online transfer) & kedai cenderahati. Kalau selera kampung kami cadangkan kedai makan Kak K. FoodCourt. Harga berpatutan untuk pengunjung lokal.",2026-08
Langkawi Skybridge Cable Car,5,"Amazing Langkawi SkyCab & Sky Bridge Experience

What an amazing experience at the Langkawi SkyCab and Sky Bridge! 🚠🌴

The journey up on the SkyCab was fantastic, with breathtaking views of Langkawi’s beautiful mountains, rainforest, and surrounding islands. The views from the top were absolutely spectacular and definitely worth experiencing.

Walking across the Sky Bridge was another highlight. The scenery was incredible, and being surrounded by the mountains and beautiful nature made the experience truly unforgettable. 🌿⛰️

Highly recommended! If you’re visiting Langkawi, don’t miss the SkyCab and Sky Bridge. The views are simply stunning! ❤️🇲🇾",2026-08
Langkawi Skybridge Cable Car,4,Don't walk.. just go with sky glide,2026-08
Langkawi Skybridge Cable Car,5,"J’ai hésité mais je n’ai finalement pas regretté. Les vues sont à couper le souffle. N’hésitez pas à payer les extras pour faire le tour des différentes possibilités. Je suis resté au total 3h en arrivant le matin à l’ouverture pour éviter la queue et profiter de la météo dégagé. Si vous voyez que les nuages arrivent, décaler votre visite sinon vous ne verrez rien.",2026-08
Langkawi Skybridge Cable Car,3,"The ride is fun,but the cafe top wasn't good enough.",2026-08
Langkawi Skybridge Cable Car,5,It's beautiful but they try to get every penny out of you,2026-08
Langkawi Skybridge Cable Car,4,"È una tappa da fare, molto carina, paesaggio molto bello.attenzione al biglietto per ultimo tratto, se non rientra devi farti le scale in discesa per arrivare al ponte, in salita per riprendere la funivia. A male estremi si paga la differenza sul posto.Fatevi la discesa, comunque non molto pesante, per la salita sentite il vostro cuore.",2026-08
Langkawi Skybridge Cable Car,5,"Tempat cantik dan menarik
Masa menunggu tak lama
Cuma kalau hujan skybridge akan tutup mengikut keadaan.
Awan banyak kalau awal pagi dengan lepas hujan
Parking bawah banyak
Kedai makan pun banyak dan pelbagai jenis
Sesuai untuk dewasa, kanak2 dan orang tua
Tidak sejuk sangat di atas
Kalau lepas hujan dengan awal pagi sejuk",2026-08
Langkawi Skybridge Cable Car,5,"Самая высокая точка острова. Красивые виды. Sky Bridge висячий мост между двумя скалами уникальное строение и место для красивых фотосессий. Можно получить не только красивые фотографии, но и эмоции от шатания моста на ветру. Стоит посетить хотя бы один раз во время пребывания на острове.",2026-08
Langkawi Skybridge Cable Car,5,There are many interesting activities that can be done here and the scenery here is very beautiful.,2026-08
Langkawi Skybridge Cable Car,4,"Good place with a nice atmosphere. However, the ticket price is quite high considering what is offered.
You have to wait very very long time to come back from the top.",2026-08
Langkawi Skybridge Cable Car,5,انصح بالشراء للمذاكرة مسبقا لتجنب الازدحام في الإنتظار عند شباك التذاكر,2026-08
Langkawi Skybridge Cable Car,5,Bestttt tapi penat betul nak jalan masuk ke kaunter skycab.. jauh bebenorrrr,2026-08
Langkawi Skybridge Cable Car,5,"En arrivant sur place, nous avons pris les billets sur internet, cela nous a pris même pas 5 minutes et on a gagné plus d'une demi heure (la queue est au ticket seulement, pas pour prendre le téléphérique ensuite).
La vue est très jolie et l'expérience assez impressionnante.",2026-08
Langkawi Skybridge Cable Car,4,"Appart om te zien.
Een tempel boven in een berg.
Let wel op de apen.
Die zijn daar zeer agressief.
Zeker op de trappen naar boven.",2026-08
Langkawi Skybridge Cable Car,5,WOW. SubhanAllah. What a view. You don't see this everyday. Worth every second of it. Good price. Very professional organization.,2026-08
Langkawi Skybridge Cable Car,5,"Good ride up and down, good to walk the sky bridge to feel the nice cold air",2026-08
Langkawi Skybridge Cable Car,3,حلو المكان وجميل وانصح تخذ تذكرة عاديه وتقدر تركب لحالك ارفض تركب مع احد لان التلفريك فيه كثير واذا كنت اكثر من 2 مافي احد بيركب معكم فنصيحة تجنب تدفع 550 رينجت على في اي بي واخرتها تتاخر عشان تركب الفرق الوحيد في الفي اي بي المقصورة المفتوحه من كل الجهات,2026-08
Langkawi Skybridge Cable Car,5,World steepest cable car ride above canopy forest of Malaysia. Do check weather condition before visit.,2026-08
Langkawi Skybridge Cable Car,3,"To be honest in my opinion it is overrated. You will get best view, facilities and value for money with Vietnam Golden Hand , Ba nah Hilk Gondola ride and Thailand skywalk. Sky bridge walk+ gondola combo 91RM. Too expensive. You have to purchase sky glide ticket seperately .Near to it there is a isolated beach.",2026-08
Langkawi Skybridge Cable Car,3,"View is perfect. But the 3d, dome are not worth visit, T rex is under construction",2026-08
Langkawi Skybridge Cable Car,5,"Just imagine if a exhilarating roller coaster was built here? The skycab and bridge was breathtaking! Pointers for visitors, there are two booths to buy your tickets - a main one and a mini one, but people naturally go to main one thinking it’s “the one” - we beat all the queue as there was none. Our journey on the way up was smooth and we were just lucky once we’ve done the skybridge as we walked back, the clouds literally covered the bridge and shortly after there was heavy rain. Overall it was a good experience and I would recommend anyone visiting Langkawi for the first time to do this.",2026-08
Langkawi Skybridge Cable Car,5,"Arrive early. Parking is plenty and paid. If you are coming on a not a great weather day then check if everything is open before booking tour tickets online/offline. On the first day only the cable ride was open. Skybridge, glass bridge at eagles nest, skytrek (elevator) were all closed. On the second day everything was open.
On the second day they did not sell the 130myr combo ticket from the counter even when we asked for it. Gave us the 89myr ticket. We bought another 10myr skytrek ticket upstairs and skipped the eagles nest glass bridge.
If you want to do the eagles nest glass bridge or take photos outside that place then get  down on the way up. Its access was closed on the way down and the other couple with us couldn’t see it.
The views of the forest below is amazing. The cable car ride up is totally worth it. We also stopped at the cafe right at the top for a coffee and cheesecake.
We also saw a lot of those dusky leaf monkey on day 1.",2026-08
Langkawi Skybridge Cable Car,5,"Yes, it's touristy and they try to sell you lots of extras, but it's still a must-do in Langkawi. The views and the sensations are mesmerising, soaring high above the primeval rainforest. There is no better way to see the trees, the cliffs, the incredible mountain skylines, and most of Langkawi's islands, plus Thailand in the distance. Forests, clouds, and eagles around you, the sparkling Andaman Sea below you.",2026-08
Langkawi Skybridge Cable Car,3,"Hoog, leuk alleen jammer vd weer was regen & mistig maar alsnog een aanrader",2026-08
Langkawi Skybridge Cable Car,5,Great place,2026-08
Langkawi Skybridge Cable Car,5,Stunning views and one of the best cable car rides you have to take,2026-08
Langkawi Skybridge Cable Car,5,Great view and mind blowing experience. Feel the whole Langkawi with an eagle eye view scenic beauty. Sky bridge walk and sky glass walk will give you a one off lifetime experience. A must visit while you are Langkawi,2026-08
Langkawi Skybridge Cable Car,5,A wonderful experience. A must go to attractions. Recommended buy tixs in advance to avoid long q's and always check availabilty as cable car will not be able to ride if bad weather.,2026-08
Langkawi Skybridge Cable Car,4,"Nice, modern and very touristical. But it's worth a visit.",2026-08
Langkawi Skybridge Cable Car,4,"Rides were good but the hot, humid weather didn't let us enjoy the two rides & surrounds.",2026-08
Langkawi Skybridge Cable Car,3,"We visited on a couple of occasions. Our first trip was not the best for scenery as the mountain top was covered in fog. On the flip side it meant that the place was deserted and we walked right through to getting the cable car. Our second visit we had better weather and the bus tours were evident in the larger crowds.
We had the combo package that included such things as the 3D art work which was a good place to visit. Other parts of the combo inclusions were a mixed bag of being just for kids or not open due to construction work.",2026-08
Langkawi Skybridge Cable Car,5,Très joli et bien entretenu,2026-08
Langkawi Skybridge Cable Car,5,Breath taking view. Cable car was easy to get quite spacious and clean,2026-08
Langkawi Skybridge Cable Car,5,Good experience and enjoying  from 640 meters above  cafe deck,2026-08
Langkawi Skybridge Cable Car,4,Beautiful views from the cable cars. We took the glass bottom car which you had to wait a little longer for. We visited in the morning and the waits were generally not too bad. I suggest get there when it opens.,2026-08
Langkawi Skybridge Cable Car,4,"Super vue
Trop cher
Ils essayent de vous vendre des prestations complémentaires en permanence",2026-08
Langkawi Skybridge Cable Car,4,Highest elevation at 705m from MSL... very nice green forest scenery n blue sea.... experience it yourself,2026-08
Langkawi Skybridge Cable Car,5,"Absolutely fantastic place I’ve ever seen, love that steep cable car ride and the views over there! 🤍",2026-08
Langkawi Skybridge Cable Car,5,Excellent,2026-08
Langkawi Skybridge Cable Car,5,Recommend,2026-08
Langkawi Skybridge Cable Car,5,It was my second visit and definitely always have something new and I always love this place.,2026-08
Langkawi Skybridge Cable Car,3,"استغلال السائح ماليا ...
تدفع ثلاث مرررراتتت",2026-08
Langkawi Skybridge Cable Car,5,Nice place to enjoy steep roadway of the world,2026-08
Langkawi Skybridge Cable Car,5,"Die Langkawi Seilbahn, die SkyBridge und der SkyGlide gehören für mich zu den absoluten Highlights auf Langkawi. Die Aussicht während der Fahrt mit der Seilbahn ist atemberaubend und von der SkyBridge hat man einen fantastischen Blick auf die Berge, den Regenwald und das Meer. Ein unvergessliches Erlebnis!

Auch der SkyGlide ist eine angenehme Möglichkeit, den Weg zur SkyBridge zurückzulegen, wenn man sich den steilen Fußweg sparen möchte.

Ein kleiner Tipp: Überlegt euch gut, ob sich die Express Line wirklich lohnt. Wenn unten an der Talstation nicht viel los ist, ist sie meiner Meinung nach unnötig. Selbst mit einem Express-Ticket müsst ihr euch oben an einigen Stellen, z. B. für die SkyBridge oder den SkyGlide, teilweise wieder anstellen. Schaut euch daher zuerst die Warteschlangen an, bevor ihr den Aufpreis bezahlt.

Plant genügend Zeit ein, genießt die Aussicht und macht viele Fotos – dieser Ausflug ist jeden Ringgit wert und ein absolutes Muss auf Langkawi!",2026-08
Langkawi Skybridge Cable Car,5,Vue splendide. A voir....,2026-08
Langkawi Skybridge Cable Car,5,"Definitely must visit . Serene views, beautiful Langkawi!",2026-08
Langkawi Skybridge Cable Car,5,"Atracción que recomiendo por las vistas increíbles desde el sky bridge.  El nido del aguila vale la pena!! Te dan unos protectores para no pisar directamente el cristal con los zapatos y rallarlo. Lo que se debe evitar si no tienes problemas de mobilidad ni vas con niños pequeños , es el skyglide. Es lentísimo y hay mucha gente. La espera se hace eterna. Aunque haya humedad en el ambiente baja y sube por las escaleras.",2026-08
Langkawi Skybridge Cable Car,5,"Nice ride especially with the bottom glass gondola, spectacular views at the top",2026-08
Langkawi Skybridge Cable Car,3,i liked the skybridge it was nice however it was kinda scary if you are scared of height i would not prefer for you to go as it is very high from sea level however if you are not it us a very memorable moment,2026-07
Langkawi Skybridge Cable Car,5,"Leuke ervaring. Wel dure aangelegenheid als je en de skycab (kabellift), het skynest (glazen vloer) en de skybridge (brug tussen twee pieken) wilt bezoeken.
Wel jammer dag de organisatie niet via sociale media communiceert wanneer de kabelbaan gesloten is door slecht weer. Dit moet je ter plaatse ondervinden.",2026-07
Langkawi Skybridge Cable Car,5,Één goeie ervaring,2026-07
Langkawi Skybridge Cable Car,4,J'ai bien aimé le skycab! La vue était splendide ❤️,2026-07
Langkawi Skybridge Cable Car,5,Amazing experience.  The cable cars are brilliant.  Try to book the glass floor to get maximum experience,2026-07
Langkawi Skybridge Cable Car,5,Skip the Sky Guild and your visit will significantly improve,2026-07
Langkawi Skybridge Cable Car,4,Molto bello. Il ponte sospeso in verità vale meno di quello che ci si aspetta. La sky cab ti porta già nel punto più alto .,2026-07
Langkawi Skybridge Cable Car,5,A bit pricey but a must do for a visit to Langkawi. It rained slightly and we came like 3pm which avoided all the long queues,2026-07
Langkawi Skybridge Cable Car,1,"It’s nice overall, but very rude staff. There is only one tram operational back and forth. Long waiting lines with no provision. Very unhappy",2026-07
Langkawi Skybridge Cable Car,1,"We purchased tickets for the whole family at 15:45 for the same day (360 cable car, glide and sky bridge) via Klook. When we arrived at 16:00, we were told that the cable car stops operating at 16:30 and that the glide and the the bridge have already been closed (despite the normal operating hours displayed on their website until 18:00). We were given some slip to send to Klook and ask for refund. The refund process is cumbersome (the website says no refunds are possible and we spent ages looking for an email address to send everything), and the actual refund is yet to be seen. Waste of time and money. We feel like we were scammed. Avoid this place!",2026-07
Langkawi Skybridge Cable Car,5,"A visit to Langkawi SkyCab and SkyBridge was one of the absolute highlights of our time in Langkawi and an experience we believe every visitor should have on their itinerary.

We purchased the Combo Ticket for RM112 per person, which included access to the SkyCab and SkyBridge, and after completing the experience we can honestly say it was worth every ringgit.

Tip: You can pay an additional RM50 for the Express Lane, but based on our experience we don't think it's necessary. The standard queue moved efficiently, and the wait time was very reasonable, making it difficult to justify the extra cost.

Located within the UNESCO Langkawi Global Geopark, the SkyCab transports visitors high into the ancient rainforest of Gunung Machinchang, one of the oldest known geological formations in Southeast Asia, with rocks dating back more than 550 million years. The journey itself is every bit as impressive as the destination.

The SkyCab is no ordinary cable car. It holds the distinction of having one of the world's longest unsupported single cable spans, stretching over 950 metres without a supporting tower. As the gondola leaves the lower station, it climbs steeply over dense rainforest, soaring high above dramatic cliffs and deep valleys before reaching the upper stations. The scale of the engineering is remarkable, and it's impossible not to appreciate the ingenuity required to build such an attraction in this rugged landscape.

The views become more spectacular with every metre of the ascent. Looking down across the rainforest canopy and out over the Andaman Sea towards the surrounding islands is simply breathtaking. On a clear day, you can even see parts of southern Thailand in the distance.

Reaching the SkyBridge is the reward at the end of the journey. Suspended high above the rainforest, this remarkable curved pedestrian bridge appears to float between the mountains. Supported by a single inclined pylon, it offers an exhilarating walk with uninterrupted panoramic views in every direction. Standing above the ancient rainforest with nothing but glass, steel and open space beneath you is an experience that's difficult to put into words.

Everything throughout the attraction was well organised, from ticketing and queue management to the friendly staff and overall presentation. Despite its popularity, the experience never felt chaotic and was managed very efficiently.

Whether you're interested in engineering, geology, photography or simply want to experience one of Malaysia's most iconic attractions, Langkawi SkyCab and SkyBridge delivers on every level. It combines world-class engineering with one of the most spectacular natural landscapes in Southeast Asia to create an experience that is both exhilarating and unforgettable.

Without hesitation, this was one of the best experiences of our travels through Malaysia, and we would recommend it to anyone visiting Langkawi.

Disclosure: We visited independently and have no affiliation with this attraction. Our review reflects our personal experience.

Greg&Trina.",2026-07
Langkawi Skybridge Cable Car,5,Cantik dan sejuk. Mula xboleh masuk sebab hujan. Da masuk dapat tgk cantik sngt pemandangan wlpn gayat sikit,2026-07
Langkawi Skybridge Cable Car,5,Should ask from cash counter which facility is open and whic is close.,2026-07
Langkawi Skybridge Cable Car,5,What a best place to release tension and good spot for photo,2026-07
Langkawi Skybridge Cable Car,5,Must do in Langkawi,2026-07
Langkawi Skybridge Cable Car,5,"A must when come to langkawi.  ticket booked online, simple and instant.  beutiful secenery.",2026-07
Langkawi Skybridge Cable Car,4,Nice,2026-07
Langkawi Skybridge Cable Car,5,"Amazing views, unique bridge, unforgettable experience with beautiful mountain scenery.",2026-07
Langkawi Skybridge Cable Car,4,"Good service
Unfortunately cant access to the skybridge due to bad weather",2026-07
Langkawi Skybridge Cable Car,1,It is horrible weather and raining like crazy. The cable car company tells us that it is so dark that you cannot see anything and when we ask for a refund they say no because cable car is running you cannot get refund. Complete scam and ripping off customers. Extremely shocked by the poor level of customer service.,2026-07
Langkawi Skybridge Cable Car,1,"Wir kamen am 18.07.26 hier hin, um mit der Seilbahn zu fahren. Wir sind extra direkt morgens hin, um großen Betrieb zu vermeiden.
Nachdem wir den Parkplatz bezahlt haben, wurde uns unfreundlich mitgeteilt, dass die Seilbahn im Juli für 2 Wochen wegen Wartungen geschlossen ist.
Im Internet stand davon nichts, bei Google war die Seilbahn „geöffnet“ und auf der Website hätte man sogar Tickets kaufen können.
Schlecht Online-Kommunikation!",2026-07
Langkawi Skybridge Cable Car,1,"Ne vous fiez pas aux avis récents qui disent que c’est ouvert, visiblement les gens notent quelques mois après c’est fermé jusqu’au 25/07 en théorie.",2026-07
Langkawi Skybridge Cable Car,5,"visit during weekday, low season. the queue bearable but i would suggest not to purchase the photo on the first checkpoint because there are few more upstairs and prettier hahahaha. took the normal gondola but it’s quite hot during the travelling",2026-07
Langkawi Skybridge Cable Car,2,Télécabine fermé et activité médiocre… attrape touristes 😕 un certain charme dans le village !,2026-07
Langkawi Skybridge Cable Car,1,"Please note that this attraction is closed from 12 to 25 July 2026 for annual preventive maintenance. It’s quite surprising that such maintenance was scheduled in July, which is rather disappointing…",2026-07
Langkawi Skybridge Cable Car,1,Ist bis 24.juli geschlossen,2026-07
Langkawi Skybridge Cable Car,5,Too expensive,2026-07
Langkawi Skybridge Cable Car,5,"La montée vaut le coup… même lorsqu’on a la peur du vide …
La vue y est sublime de la haut.
On y rencontre des petits singes en famille ! On se rend compte de l’impressionnante nature qui nous entoure. Rien que pour les yeux, ça vaut le détour!",2026-07
Langkawi Skybridge Cable Car,3,"Nous sommes venus 2 fois. Une première fois (en mars) nous avons eu le droit au tarif étudiant sur simple présentation d'un justificatif et une seconde fois (en juin), le tarif étudiant ne nous a pas été accordé malgré les justificatifs que nous avions montré en mars.
Nous sommes venus en juin, un dimanche en plein après midi, il n'y avait que très peu d'attente (5 minutes). Les vues sont magnifiques. Nous sommes montés en téléphérique au niveau du pont suspendu puis nous l'avons atteint grâce au 364 marches. Cela se fait très bien en marchant (autrement il y a le funiculaire mais qui est payant) et la vue est incroyable.",2026-07
Langkawi Skybridge Cable Car,5,Best,2026-07
Langkawi Skybridge Cable Car,1,"Datang langkawi nak cable car..
Tutup pulak sampai 24hb/7
Kecewa betul la !!!!!",2026-07
Langkawi Skybridge Cable Car,5,"If you are visiting Langkawi then it is one of the most recommended place to visit. Don’t miss it please. You will enjoy a lot. The view from the sky bridge will be breathtaking.
I would recommend to take VIP pass to skip the lines and please take the tickets earlier.",2026-07
Langkawi Skybridge Cable Car,5,It was a wonderful experience i just love it you can see the full video in my channel sherlee journey,2026-07
Langkawi Skybridge Cable Car,5,"Worth taking it.
Choose basic option and pre book tickets",2026-07
Langkawi Skybridge Cable Car,5,"Teleférico cerrado hasta el 24 de julio por mantenimiento del teleférico pero el entorno es muy bonito la playa que está al lado es muy bonita y los montes dónde está el teleférico es precioso
Hay otras atracciones tiendas y restaurantes",2026-07
Langkawi Skybridge Cable Car,1,Absolutely disappointing. Came all the way to enjoy this and it's under maintenance. And we are supposed to attract tourism and foreign visitors?? Total disaster. Do not come here if you have not confirmed if it's running in the first place. What a disappointment? And which part of the government has failed again?? I'm not sure if they even posted this on Facebook or social media to tell people about this? Good thing we decided not to buy tickets online!,2026-07
